17000,0,1732,638
17000,0,1741,696
17000,0,1743,770
17000,0,1745,840
17000,0,1743,912
17000,0,1749,970
17000,0,1744,1048
17000,0,1747,1112
17000,0,1749,1178
17000,0,1739,1248
17000,0,1749,1328
17000,0,1744,1394
17000,0,1751,1458
17000,0,1752,1532
17000,0,1743,1600
17000,0,1743,1676
17000,0,1743,1746
17000,0,1759,1808
17000,0,1752,1880
17000,0,1740,1946
17000,0,1743,2012
17000,0,1750,2067
17000,0,1756,2139
17000,0,1743,2214
17000,0,1748,2281
17000,0,1743,2362
17000,0,1745,2426
17000,0,1740,2488
17000,0,1749,2556
17000,0,1749,2630
17000,0,1745,2696
17000,0,1749,2762
17000,0,1743,2832
17000,0,1743,2891
17000,0,1735,2961
17000,0,1749,3027
17000,0,1747,3094
17000,0,1763,3176
17000,0,1728,3240
17000,0,1748,3305
17000,0,1743,3386
17000,0,1743,3450
17000,0,1743,3516
17000,0,1751,3588
17000,0,1749,3665
17000,0,1743,3730
17000,0,1735,3806
17000,0,1743,3876
17000,0,1743,3946
17000,0,1734,4010
17000,0,1739,4082
17000,0,1766,4153
17000,0,1751,4226
17000,0,1748,4294
17000,0,1743,4371
17000,0,1745,4440
17000,0,1747,4522
17000,0,1749,4591
17000,0,1745,4660
17000,0,1759,4741
17000,0,1749,4797
17000,0,1747,4868
17000,0,1743,4944
17000,0,1749,5010
17000,0,1743,5083
17000,0,1749,5154
17000,0,1749,5225
17000,0,1743,5292
17000,0,1751,5368
17000,0,1747,5439
17000,0,1747,5494
17000,0,1743,5558
17000,0,1749,5636
17000,0,1749,5712
17000,0,1741,5784
17000,0,1749,5842
17000,0,1753,5918
17000,0,1751,5998
17000,0,1745,6054
17000,0,1752,6123
17000,0,1753,6165
17000,0,1747,6296
17000,0,1766,6331
17000,0,1759,6400
17000,0,1749,6474
17000,0,1743,6541
17000,0,1745,6600
17000,0,1749,6678
17000,0,1749,6748
17000,0,1703,6822
17000,0,1743,6888
17000,0,1749,6958
17000,0,1745,7027
17000,0,1743,7097
17000,0,1749,7167
17000,0,1751,7232
17000,0,1749,7298
17000,0,1743,7367
17000,0,1751,7430
17000,0,1749,7492
17000,0,1749,7571
17000,0,1748,7647
17000,0,1773,7704
17000,0,1745,7786
17000,0,1757,7843
17000,0,1751,7910
17000,0,1695,7979
17000,0,1749,8051
17000,0,1755,8125
17000,0,1747,8186
17000,0,1751,8261
17000,0,1753,8328
17000,0,1769,8384
17000,0,1749,8457
17000,0,1759,8543
17000,0,1743,8596
17000,0,1749,8662
17000,0,1743,8742
17000,0,1752,8783
17000,0,1749,8857
17000,0,1749,8926
17000,0,1751,8993
17000,0,1747,9061
17000,0,1753,9136
17000,0,1756,9197
17000,0,1752,9267
17000,0,1749,9350
17000,0,1749,9404
17000,0,1753,9486
17000,0,1757,9543
17000,0,1741,9628
17000,0,1755,9691
17000,0,1757,9756
17000,0,1751,9815
17000,0,1734,9899
17000,0,1745,9966
17000,0,1753,10031
17000,0,1750,10109
17000,0,1749,10185
17000,0,1752,10246
17000,0,1749,10327
17000,0,1757,10396
17000,0,1757,10451
17000,0,1757,10533
17000,0,1747,10583
17000,0,1733,10671
17000,0,1752,10739
17000,0,1753,10807
17000,0,1743,10877
17000,0,1749,10945
17000,0,1751,11019
17000,0,1753,11095
17000,0,1749,11167
17000,0,1753,11237
17000,0,1751,11300
17000,0,1749,11380
17000,0,1732,11450
17000,0,1749,11517
17000,0,1751,11598
17000,0,1753,11669
17000,0,1760,11743
17000,0,1756,11815
17000,0,1748,11885
17000,0,1745,11973
17000,0,1757,12026
17000,0,1751,12109
17000,0,1757,12156
17000,0,1751,12244
17000,0,1751,12316
17000,0,1749,12375
17000,0,1751,12447
17000,0,1709,12532
17000,0,1753,12589
17000,0,1751,12668
17000,0,1759,12743
17000,0,1750,12819
17000,0,1803,12881
17000,0,1751,12958
17000,0,1789,13018
17000,0,1750,13093
17000,0,1757,13170
17000,0,1757,13239
17000,0,1743,13308
17000,0,1759,13375
17000,0,1757,13445
17000,0,1757,13517
17000,0,1751,13585
17000,0,1745,13653
17000,0,1759,13723
17000,0,1753,13797
17000,0,1753,13863
17000,0,1755,13939
17000,0,1761,14011
17000,0,1757,14086
17000,0,1759,14140
17000,0,1751,14228
17000,0,1751,14297
17000,0,1735,14357
17000,0,1751,14459
17000,0,1765,14516
17000,0,1765,14593
17000,0,1767,14671
17000,0,1743,14749
17000,0,1753,14807
17000,0,1759,14897
17000,0,1755,14957
17000,0,1765,15031
17000,0,1756,15115
17000,0,1748,15183
17000,0,1760,15268
17000,0,1755,15335
17000,0,1757,15412
17000,0,1757,15484
17000,0,1757,15569
17000,0,1757,15647
17000,0,1753,15729
17000,0,1799,15801
17000,0,1760,15884
17000,0,1765,15965
17000,0,1757,16029
17000,0,1753,16123
17000,0,1757,16181
17000,0,1759,16275
17000,0,1759,16327
17000,0,1769,16375
17000,0,1757,16375
17000,0,1765,16381
17000,0,1762,16365
17000,0,1759,14953
17000,0,1757,14727
17000,0,1757,14501
17000,0,1756,14337
17000,0,1760,42
17000,0,1753,18
17000,0,1757,16
17000,0,1751,78
17000,0,1751,146
17000,0,1751,202
17000,0,1759,274
17000,0,1753,339
17000,0,1751,422
17000,0,1752,482
17000,0,1743,554
17000,0,1753,616
17000,0,1753,686
17000,0,1751,758
17000,0,1749,824
17000,0,1753,898
17000,0,1749,968
17000,0,1731,1043
17000,0,1751,1102
17000,0,1767,1176
17000,0,1751,1234
17000,0,1750,1316
17000,0,1757,1386
17000,0,1751,1442
17000,0,1757,1532
17000,0,1751,1600
17000,0,1775,1667
17000,0,1753,1752
17000,0,1749,1808
17000,0,1755,1864
17000,0,1749,1942
17000,0,1749,2003
17000,0,1757,2076
17000,0,1755,2146
17000,0,1751,2204
17000,0,1749,2290
17000,0,1749,2347
17000,0,1762,2420
17000,0,1751,2490
17000,0,1751,2536
17000,0,1749,2624
17000,0,1750,2688
17000,0,1751,2756
17000,0,1745,2832
17000,0,1757,2884
17000,0,1751,2958
17000,0,1749,3012
17000,0,1751,3094
17000,0,1756,3164
17000,0,1760,3222
17000,0,1751,3283
17000,0,1751,3369
17000,0,1757,3440
17000,0,1751,3508
17000,0,1759,3592
17000,0,1756,3664
17000,0,1753,3730
17000,0,1756,3798
17000,0,1742,3870
17000,0,1749,3954
17000,0,1757,4022
17000,0,1749,4089
17000,0,1757,4160
17000,0,1755,4232
17000,0,1753,4288
17000,0,1762,4389
17000,0,1749,4461
17000,0,1757,4539
17000,0,1805,4600
17000,0,1760,4674
17000,0,1751,4742
17000,0,1753,4827
17000,0,1760,4891
17000,0,1753,4958
17000,0,1750,5038
17000,0,1757,5108
17000,0,1701,5187
17000,0,1757,5250
17000,0,1748,5312
17000,0,1757,5390
17000,0,1753,5456
17000,0,1703,5522
17000,0,1757,5606
17000,0,1777,5674
17000,0,1709,5742
17000,0,1748,5823
17000,0,1749,5889
17000,0,1755,5960
17000,0,1757,6028
17000,0,1753,6093
